id|authority_id|name|url|machine_name|sort_name
2545|2545|Universidade Federal da Paraíba, Centro de Comunicação, Turismo e Artes, Programa de Pós-Graduação em Jornalismo|http://www.ccta.ufpb.br/ppj/|universidade federal da para ba centro de comunica o turismo e artes programa de p s gradua o em jornalismo|universidade federal da para ba centro de comunica o turismo e artes programa de p s gradua o em jornalismo
2546|2546|Universidade Federal da Paraíba, Departamento de Finanças e Contabilidade|http://www.ccsa.ufpb.br/contabeis/|universidade federal da para ba departamento de finan as e contabilidade|universidade federal da para ba departamento de finan as e contabilidade
2547|2547|Universidade Federal de Campina Grande, Centro de Ciências Jurídicas e Sociais, Unidade Acadêmica de Ciências Contábeis|http://www.ccjs.ufcg.edu.br/menu.php?menu=ua-cc-assembleia|universidade federal de campina grande centro de ci ncias jur dicas e sociais unidade acad mica de ci ncias cont beis|universidade federal de campina grande centro de ci ncias jur dicas e sociais unidade acad mica de ci ncias cont beis
2548|2548|Universidade Federal de Mato Grosso do Sul, Department of Chemistry, Center for Science and Technology|http://www.orbital.ufms.br/|universidade federal de mato grosso do sul department of chemistry center for science and technology|universidade federal de mato grosso do sul department of chemistry center for science and technology
2549|2549|Universidade Federal de Mato Grosso, Programa de Pós-Graduação em História|http://www.ppghis.com/site/index.php|universidade federal de mato grosso programa de p s gradua o em hist ria|universidade federal de mato grosso programa de p s gradua o em hist ria
2550|2550|Universidade Federal de Rondônia, Programa de Pós-Graduação do Mestrado em História e Estudos Culturais|http://www.ppghisec.unir.br/|universidade federal de rond nia programa de p s gradua o do mestrado em hist ria e estudos culturais|universidade federal de rond nia programa de p s gradua o do mestrado em hist ria e estudos culturais
2551|2551|Universidade Federal de Roraima|http://ufrr.br/|universidade federal de roraima|universidade federal de roraima
2552|2552|Universidade Federal de Santa Catarina|http://www.periodicos.ufsc.br/index.php/index/index|universidade federal de santa catarina|universidade federal de santa catarina
2553|2553|Universidade Federal do Espírito Santo|http://www.ufes.br/|universidade federal do esp rito santo|universidade federal do esp rito santo
2554|2554|Universidade Federal do Espírito Santo, Núcleo de Estudos e Pesquisas Indiciárias vinculada|http://nei.ufes.br/|universidade federal do esp rito santo n cleo de estudos e pesquisas indici rias vinculada|universidade federal do esp rito santo n cleo de estudos e pesquisas indici rias vinculada
2555|2555|Universidade Federal do Estado do Rio de Janeiro|http://www.unirio.br/|universidade federal do estado do rio de janeiro|universidade federal do estado do rio de janeiro
2556|2556|Universidade Federal do Pará, Programa de Pós-Graduação em Geografia|http://www3.ufpa.br/ppgeo/|universidade federal do par programa de p s gradua o em geografia|universidade federal do par programa de p s gradua o em geografia
2557|2557|Universidade Federal do Rio de Janeiro|http://www.ufrj.br/|universidade federal do rio de janeiro|universidade federal do rio de janeiro
2558|2558|Universidade Federal do Rio Grande do Norte|http://www.ufrn.br/|universidade federal do rio grande do norte|universidade federal do rio grande do norte
2559|2559|Universidade Federal do Rio Grande do Sul|http://www.ufrgs.br/|universidade federal do rio grande do sul|universidade federal do rio grande do sul
2560|2560|Universidade Federal Fluminense, Escola de Engenharia|http://www.engenharia.uff.br/|universidade federal fluminense escola de engenharia|universidade federal fluminense escola de engenharia
2561|2561|Universidade Nova de Lisboa, Escola Nacional de Saúde Pública|http://www.ensp.unl.pt/|universidade nova de lisboa escola nacional de sa de p blica|universidade nova de lisboa escola nacional de sa de p blica
2562|2562|Universidade Nova de Lisboa, Faculdade de Ciencias e Technologia, Inovacao Empresarial e do Trabalho|http://iet.fct.unl.pt/|universidade nova de lisboa faculdade de ciencias e technologia inovacao empresarial e do trabalho|universidade nova de lisboa faculdade de ciencias e technologia inovacao empresarial e do trabalho
2563|2563|Universidade Nova de Lisboa, Faculdade de Ciências e Tecnologia|http://www.fct.unl.pt/|universidade nova de lisboa faculdade de ci ncias e tecnologia|universidade nova de lisboa faculdade de ci ncias e tecnologia
2564|2564|Universidade Nova de Lisboa, Faculdade de Ciências Sociais e Humanas|http://www.fcsh.unl.pt/|universidade nova de lisboa faculdade de ci ncias sociais e humanas|universidade nova de lisboa faculdade de ci ncias sociais e humanas
2565|2565|Universidade Nova de Lisboa, Faculdade de Ciências Sociais e Humanas, Centro de História d'Aquém e d'Além Mar (White)|http://cham.fcsh.unl.pt/|universidade nova de lisboa faculdade de ci ncias sociais e humanas centro de hist ria d aqu m e d al m mar white|universidade nova de lisboa faculdade de ci ncias sociais e humanas centro de hist ria d aqu m e d al m mar white
2566|2566|Universidade Nova de Lisboa, Instituto Português de Relações Internacionais|http://www.ipri.pt/|universidade nova de lisboa instituto portugu s de rela es internacionais|universidade nova de lisboa instituto portugu s de rela es internacionais
2567|2567|Universidade Nove de Julho|http://www.uninove.br/Paginas/Home.aspx|universidade nove de julho|universidade nove de julho
2568|2568|Universidade Técnica de Lisboa, Instituto Superior de Ciências Sociais e Políticas|http://www.iscsp.utl.pt/|universidade t cnica de lisboa instituto superior de ci ncias sociais e pol ticas|universidade t cnica de lisboa instituto superior de ci ncias sociais e pol ticas
2569|2569|Universita Degli Studi di Firenze, Dipartmento di Scienze Politiche E Sociali, Laboratorio Sulle Transformazioni Sociali|http://www.dsps.unifi.it/|universita degli studi di firenze dipartmento di scienze politiche e sociali laboratorio sulle transformazioni sociali|universita degli studi di firenze dipartmento di scienze politiche e sociali laboratorio sulle transformazioni sociali
2570|312|Università degli Studi di Milano|http://riviste.unimi.it/index.php|universit degli studi di milano|universit degli studi di milano
2571|2571|Universita del Salento|http://siba-ese.unisalento.it/|universita del salento|universita del salento
2572|2572|Università di Bologna, Department of Agricultural Sciences|http://www.scienzeagrarie.unibo.it/it/dipartimento|universit di bologna department of agricultural sciences|universit di bologna department of agricultural sciences
2573|2573|Universitara Publishing House|http://www.editurauniversitara.ro/|universitara publishing house|universitara publishing house
2574|2574|Universitas Ahmad Dahlan|http://journal.uad.ac.id/|universitas ahmad dahlan|universitas ahmad dahlan
2575|2575|Universitas Ahmad Dahlan, Program Studi Teknik Informatika|http://tif.uad.ac.id/|universitas ahmad dahlan program studi teknik informatika|universitas ahmad dahlan program studi teknik informatika
2576|2576|Universitas Diponegoro|http://ejournal.undip.ac.id/index.php|universitas diponegoro|universitas diponegoro
2577|2577|Universitas Gadjah Mada, Fakultas Hukum|http://law.ugm.ac.id/id/|universitas gadjah mada fakultas hukum|universitas gadjah mada fakultas hukum
2578|2578|Universitas Indonesia, Faculty of Law, Djokosoetono Research Center|http://international.ui.ac.id/regular-bachelor-programs/law.html|universitas indonesia faculty of law djokosoetono research center|universitas indonesia faculty of law djokosoetono research center
2579|2579|Universitas Indonesia, Fakultas Kedokteran|http://www.fk.ui.ac.id/|universitas indonesia fakultas kedokteran|universitas indonesia fakultas kedokteran
2580|2580|Universitas Islam Negeri Syarif Hidayatullah Jakarta|http://journal.uinjkt.ac.id/index.php/|universitas islam negeri syarif hidayatullah jakarta|universitas islam negeri syarif hidayatullah jakarta
2581|2581|Universitas Islam Negeri, Sunan Gunung Djati Bandung|http://www.uinsgd.ac.id/front/home|universitas islam negeri sunan gunung djati bandung|universitas islam negeri sunan gunung djati bandung
2582|2582|Universitas Jember|http://www.unej.ac.id/index.php/id/|universitas jember|universitas jember
2583|2583|Universitas Negeri Semarang|http://journal.unnes.ac.id/nju/index.php/|universitas negeri semarang|universitas negeri semarang
2584|2584|Universitas Padjadjaran|http://www.unpad.ac.id/|universitas padjadjaran|universitas padjadjaran
2585|2585|Universitas Padjadjaran, Faculty of Medicine|http://www.fk.unpad.ac.id/|universitas padjadjaran faculty of medicine|universitas padjadjaran faculty of medicine
2586|2586|Universitas Pembangunan Nasional Veteran Yogyakarta, Fakultas Teknologi Industri, Prodi Teknik Kimia|http://tekim.upnyk.ac.id/|universitas pembangunan nasional veteran yogyakarta fakultas teknologi industri prodi teknik kimia|universitas pembangunan nasional veteran yogyakarta fakultas teknologi industri prodi teknik kimia
2587|2587|Universitas Semarang, Fakultas Teknologi Informasi dan Komunikasi|http://ftik.usm.ac.id/|universitas semarang fakultas teknologi informasi dan komunikasi|universitas semarang fakultas teknologi informasi dan komunikasi
2588|2588|Universitas Sriwijaya, Fakultas Ilmu Komputer|http://www.ilkom.unsri.ac.id/|universitas sriwijaya fakultas ilmu komputer|universitas sriwijaya fakultas ilmu komputer
2589|2589|Universitat de Valencia|http://www.uv.es/|universitat de valencia|universitat de valencia
2590|2590|Universitat Oberta de Catalunya|http://www.uoc.edu/|universitat oberta de catalunya|universitat oberta de catalunya
2591|2591|Universitatea 'Aurel Vlaicu' din Arad, Facultatea de Ştiinţe Exacte, Departamentul de Matematică-Informatică|http://www.uav.ro/ro/facultati/stiinte-exacte/dmi|universitatea aurel vlaicu din arad facultatea de tiin e exacte departamentul de matematic informatic|universitatea aurel vlaicu din arad facultatea de tiin e exacte departamentul de matematic informatic
2592|2592|Universitatea Babes-Bolyai|http://www.ubbcluj.ro/|universitatea babes bolyai|universitatea babes bolyai
2593|2593|Universitatea de Ştiinţe Agronomice si Medicina Veterinara - Bucureşti|http://en.usamv.ro/|universitatea de tiin e agronomice si medicina veterinara bucure ti|universitatea de tiin e agronomice si medicina veterinara bucure ti
2594|2594|Universitatea de Arhitectură și Urbanism Ion Mincu, Sanda Voiculescu Departamentul Istoria și Teoria Arhitecturii şi Conservarea Patrimoniului|https://www.uauim.ro/departamente/itcp/|universitatea de arhitectur i urbanism ion mincu sanda voiculescu departamentul istoria i teoria arhitecturii i conservarea patrimoniului|universitatea de arhitectur i urbanism ion mincu sanda voiculescu departamentul istoria i teoria arhitecturii i conservarea patrimoniului
2595|2595|Universitatea de Stat din Moldova|http://usm.md/|universitatea de stat din moldova|universitatea de stat din moldova
2596|2596|Universitatea din Bucureşti, Facultatea de Ştiinţe Politice|http://www.fspub.unibuc.ro/|universitatea din bucure ti facultatea de tiin e politice|universitatea din bucure ti facultatea de tiin e politice
2597|2597|Universitatea din Craiova, Facultatea de Litere, Departamentul de comunicare, jurnalism şi ştiinţe ale educaţiei|http://cis01.central.ucv.ro/litere/cadr_juridic/departament_comunicare_jurnalism_stiinte_ale_educatiei/|universitatea din craiova facultatea de litere departamentul de comunicare jurnalism i tiin e ale educa iei|universitatea din craiova facultatea de litere departamentul de comunicare jurnalism i tiin e ale educa iei
